0	0	0.099700	0.000000	0.000000	0.000000
1	0	0.175885	0.033227	0.109412	0.076185
2	0	0.254357	0.033275	0.111747	0.154657
3	0	0.299983	0.033207	0.078833	0.200283
4	0	0.322351	0.033345	0.055713	0.222651
5	0	0.335371	0.033356	0.046376	0.235671
6	0	0.344174	0.033292	0.042095	0.244474
7	0	0.353294	0.033343	0.042463	0.253594
8	0	0.355543	0.033355	0.035604	0.255843
9	0	0.357778	0.033301	0.035536	0.258078
10	0	0.359637	0.033351	0.035210	0.259937
11	0	0.362245	0.033319	0.035927	0.262545
12	0	0.364887	0.033343	0.035985	0.265187
13	0	0.363792	0.033351	0.032256	0.264092
14	0	0.366104	0.033601	0.035913	0.266404
15	0	0.366275	0.033049	0.033220	0.266575
16	0	0.364717	0.033315	0.031757	0.265017
17	0	0.360699	0.033343	0.029325	0.260999
18	0	0.356067	0.033323	0.028691	0.256367
19	0	0.352382	0.033337	0.029652	0.252682
20	0	0.348392	0.033335	0.029345	0.248692
21	0	0.382719	0.033342	0.067669	0.283019
22	0	0.377730	0.033321	0.028332	0.278030
23	0	0.375974	0.033332	0.031576	0.276274
24	0	0.373684	0.033343	0.031053	0.273984
25	0	0.372005	0.033400	0.031721	0.272305
26	0	0.369680	0.033261	0.030936	0.269980
27	0	0.365703	0.033328	0.029351	0.266003
28	0	0.392784	0.033343	0.060424	0.293084
29	0	0.387063	0.033328	0.027607	0.287363
30	0	0.383900	0.033343	0.030180	0.284200
31	0	0.380063	0.033323	0.029486	0.280363
32	0	0.377380	0.033333	0.030650	0.277680
33	0	0.373663	0.033355	0.029638	0.273963
34	0	0.368892	0.033317	0.028546	0.269192
35	0	0.370396	0.033330	0.034834	0.270696
36	0	0.366624	0.033371	0.029599	0.266924
37	0	0.363379	0.033294	0.030049	0.263679
38	0	0.359803	0.033348	0.029772	0.260103
39	0	0.356292	0.033318	0.029807	0.256592
40	0	0.351251	0.033330	0.028289	0.251551
41	0	0.344709	0.033343	0.026801	0.245009
42	0	0.345763	0.033328	0.034382	0.246063
43	0	0.341827	0.033335	0.029399	0.242127
44	0	0.339965	0.033329	0.031467	0.240265
45	0	0.338975	0.033336	0.032346	0.239275
46	0	0.336218	0.033331	0.030574	0.236518
47	0	0.332548	0.033338	0.029668	0.232848
48	0	0.325670	0.033330	0.026452	0.225970
49	0	0.347212	0.033338	0.054880	0.247512
50	0	0.344424	0.033326	0.030538	0.244724
51	0	0.343423	0.033336	0.032335	0.243723
52	0	0.342631	0.033332	0.032540	0.242931
53	0	0.342102	0.033337	0.032808	0.242402
54	0	0.339570	0.033328	0.030796	0.239870
55	0	0.334347	0.033338	0.028115	0.234647
56	0	0.355746	0.033333	0.054732	0.256046
57	0	0.351375	0.033335	0.028964	0.251675
58	0	0.349920	0.033337	0.031882	0.250220
59	0	0.349398	0.033325	0.032803	0.249698
60	1	0.000000	0.033334	0.000000	0.216364
61	1	0.000000	0.033341	0.000000	0.183023
62	1	0.000000	0.033329	0.000000	0.149694
63	1	0.000000	0.033329	0.000000	0.116365
64	1	0.000000	0.033385	0.000000	0.082980
65	1	0.000000	0.033284	0.000000	0.049696
66	1	0.000000	0.033335	0.000000	0.016361
67	1	0.000000	0.033333	0.000000	-0.016972
68	1	0.000000	0.033332	0.000000	-0.050304
69	1	0.000000	0.033333	0.000000	-0.083637
70	1	0.000000	0.033338	0.000000	-0.116975
71	1	0.000000	0.033341	0.000000	-0.150316
72	0	0.006697	0.034678	0.000000	-0.093003
73	0	0.000003	0.031981	0.025287	-0.099697
74	0	0.000001	0.033330	0.033328	-0.099699
75	0	0.000002	0.033337	0.033338	-0.099698
76	0	0.000002	0.033330	0.033330	-0.099698
77	0	0.017855	0.033331	0.051184	-0.081845
78	0	0.013465	0.033347	0.028957	-0.086235
79	0	0.010809	0.033328	0.030672	-0.088891
80	0	0.007073	0.033326	0.029590	-0.092627
81	0	0.003143	0.033422	0.029492	-0.096557
82	0	0.000003	0.033327	0.030187	-0.099697
83	0	0.000002	0.033254	0.033253	-0.099698
84	0	0.018627	0.033334	0.051959	-0.081073
85	0	0.013463	0.033327	0.028163	-0.086237
86	0	0.010300	0.033335	0.030172	-0.089400
87	0	0.006422	0.033333	0.029455	-0.093278
88	0	0.002196	0.033336	0.029110	-0.097504
89	0	0.000015	0.034449	0.032268	-0.099685
90	0	0.000002	0.032217	0.032204	-0.099698
91	0	0.000971	0.033344	0.034313	-0.098729
92	0	0.000002	0.033324	0.032355	-0.099698
93	0	0.000002	0.033332	0.033332	-0.099698
94	0	0.000002	0.033360	0.033360	-0.099698
95	0	0.000002	0.033321	0.033321	-0.099698
96	0	0.000003	0.033330	0.033331	-0.099697
97	0	0.000003	0.033325	0.033325	-0.099697
98	0	0.015421	0.033329	0.048747	-0.084279
99	0	0.011053	0.033336	0.028968	-0.088647
100	0	0.007413	0.033340	0.029700	-0.092287
101	0	0.005295	0.033326	0.031208	-0.094405
102	0	0.004722	0.033333	0.032760	-0.094978
103	0	0.004074	0.033359	0.032711	-0.095626
104	0	0.002193	0.033339	0.031458	-0.097507
105	0	0.022430	0.033302	0.053539	-0.077270
106	0	0.018877	0.033344	0.029791	-0.080823
107	0	0.016251	0.033353	0.030727	-0.083449
108	0	0.013592	0.033313	0.030654	-0.086108
109	0	0.011223	0.033336	0.030967	-0.088477
110	0	0.009130	0.033340	0.031247	-0.090570
111	0	0.006752	0.033336	0.030958	-0.092948
112	0	0.026356	0.033309	0.052913	-0.073344
113	0	0.024242	0.033339	0.031225	-0.075458
114	0	0.022814	0.033329	0.031901	-0.076886
115	0	0.021023	0.033346	0.031555	-0.078677
116	0	0.018126	0.033321	0.030424	-0.081574
117	0	0.015684	0.033363	0.030921	-0.084016
118	0	0.011535	0.033312	0.029163	-0.088165
119	0	0.013743	0.033329	0.035537	-0.085957
120	0	0.011511	0.033332	0.031100	-0.088189
121	0	0.009491	0.033346	0.031326	-0.090209
122	0	0.006528	0.033340	0.030377	-0.093172
123	0	0.000002	0.041713	0.035187	-0.099698
124	0	0.000964	0.024953	0.025915	-0.098736
125	0	0.000002	0.033317	0.032355	-0.099698
126	0	0.001436	0.033333	0.034767	-0.098264
127	0	0.000002	0.033336	0.031902	-0.099698
128	0	0.000002	0.033328	0.033328	-0.099698
129	0	0.000002	0.033338	0.033338	-0.099698
130	0	0.000002	0.033349	0.033349	-0.099698
131	0	0.000002	0.033355	0.033355	-0.099698
